ele_id,Node_1,Node_2,Node_3
1,108,74,98
2,74,34,63
3,67,63,15
4,89,33,73
5,79,32,77
6,77,12,64
7,62,31,11
8,76,30,10
9,84,76,10
10,82,8,70
11,80,7,66
12,167,147,152
13,94,81,72
14,78,25,61
15,136,95,106
16,85,23,75
17,109,68,91
18,68,22,60
19,90,35,87
20,121,119,102
21,138,95,136
22,148,120,143
23,75,1,68
24,69,65,3
25,88,24,65
26,83,5,78
27,81,6,72
28,165,161,142
29,105,71,82
30,84,29,71
31,86,30,76
32,101,77,93
33,111,89,73
34,98,63,92
35,87,16,74
36,47,36,18
37,171,46,159
38,82,71,9
39,80,70,28
40,51,185,20
41,151,124,150
42,92,63,67
43,111,73,43
44,93,77,64
45,93,62,86
46,114,76,84
47,161,146,142
48,188,21,59
49,91,68,60
50,151,122,124
51,116,87,108
52,52,19,39
53,166,165,145
54,113,96,66
55,131,128,94
56,99,61,95
57,106,65,97
58,112,69,85
59,157,154,129
60,60,22,17
61,90,17,35
62,61,25,4
63,88,4,24
64,93,64,62
65,86,11,30
66,63,34,15
67,67,15,14
68,64,12,31
69,64,31,62
70,65,24,3
71,69,3,2
72,66,7,27
73,81,27,6
74,89,14,33
75,92,67,89
76,109,100,75
77,68,1,22
78,85,2,23
79,154,149,130
80,70,8,28
81,80,28,7
82,71,29,9
83,82,9,8
84,72,6,26
85,83,26,5
86,73,33,13
87,79,13,32
88,155,127,132
89,74,16,34
90,100,85,75
91,75,23,1
92,104,86,76
93,84,10,29
94,101,79,77
95,77,32,12
96,107,78,99
97,78,5,25
98,79,43,73
99,79,73,13
100,96,80,66
101,102,80,96
102,113,81,94
103,81,66,27
104,110,70,102
105,105,103,71
106,115,83,107
107,83,72,26
108,103,84,71
109,114,84,103
110,112,85,100
111,85,69,2
112,104,93,86
113,86,62,11
114,132,127,108
115,87,35,16
116,106,88,65
117,88,61,4
118,111,92,89
119,89,67,14
120,117,90,116
121,90,60,17
122,117,60,90
123,162,148,143
124,156,42,41
125,137,132,98
126,141,44,93
127,101,93,44
128,115,72,83
129,152,147,125
130,176,138,56
131,95,61,88
132,113,66,81
133,147,121,125
134,133,97,130
135,97,65,69
136,155,150,127
137,98,74,63
138,138,135,107
139,99,78,61
140,129,100,126
141,109,75,68
142,101,44,43
143,101,43,79
144,110,105,82
145,102,70,80
146,142,123,118
147,114,104,76
148,160,141,139
149,141,104,139
150,110,82,70
151,123,105,118
152,177,133,149
153,106,95,88
154,135,115,107
155,107,83,78
156,127,124,116
157,108,87,74
158,120,109,91
159,126,109,120
160,119,118,110
161,119,110,102
162,140,43,42
163,140,111,43
164,130,112,129
165,112,97,69
166,128,125,113
167,125,121,96
168,134,103,123
169,139,114,134
170,158,153,131
171,115,94,72
172,124,122,117
173,116,90,87
174,122,120,91
175,117,91,60
176,191,161,178
177,118,105,110
178,121,102,96
179,145,119,144
180,122,91,117
181,182,162,179
182,125,96,113
183,190,167,174
184,124,117,116
185,164,162,143
186,146,123,142
187,123,103,105
188,127,116,108
189,170,150,169
190,128,113,94
191,147,144,121
192,157,126,148
193,126,100,109
194,132,108,98
195,173,169,155
196,131,94,115
197,174,153,54
198,154,130,129
199,129,112,100
200,149,133,130
201,130,97,112
202,135,131,115
203,158,131,135
204,137,98,92
205,185,184,169
206,177,136,133
207,133,106,97
208,159,134,146
209,134,114,103
210,138,107,99
211,158,54,153
212,177,138,136
213,136,106,133
214,140,137,92
215,156,137,42
216,176,56,55
217,138,99,95
218,160,139,159
219,139,104,114
220,140,42,137
221,140,92,111
222,141,45,44
223,141,93,104
224,145,118,119
225,192,191,36
226,188,182,49
227,143,120,122
228,166,144,163
229,144,119,121
230,178,165,166
231,145,142,118
232,171,146,161
233,146,134,123
234,152,125,128
235,189,39,187
236,186,175,172
237,148,126,120
238,168,57,149
239,177,149,57
240,184,183,170
241,150,124,127
242,183,179,164
243,151,143,122
244,153,152,128
245,167,163,147
246,153,128,131
247,174,54,53
248,157,129,126
249,175,154,157
250,156,155,132
251,173,156,41
252,156,132,137
253,173,41,40
254,172,148,162
255,175,157,172
256,176,158,135
257,158,55,54
258,160,159,46
259,159,139,134
260,160,46,45
261,160,45,141
262,165,142,145
263,191,178,37
264,164,143,151
265,182,179,49
266,187,181,180
267,163,144,147
268,170,151,150
269,183,49,179
270,166,145,144
271,193,37,178
272,181,163,180
273,181,178,166
274,174,167,152
275,189,53,52
276,168,58,57
277,168,149,154
278,184,50,183
279,169,150,155
280,184,170,169
281,170,164,151
282,192,46,171
283,171,159,146
284,186,58,175
285,172,157,148
286,173,155,156
287,20,185,40
288,190,189,180
289,174,152,153
290,175,58,168
291,175,168,154
292,176,55,158
293,176,135,138
294,177,57,56
295,177,56,138
296,191,37,36
297,178,161,165
298,188,49,48
299,179,162,164
300,193,187,38
301,180,163,167
302,193,181,187
303,181,166,163
304,188,186,182
305,182,172,162
306,183,50,49
307,183,164,170
308,185,169,173
309,184,51,50
310,185,173,40
311,185,51,184
312,186,59,58
313,186,172,182
314,189,187,180
315,187,39,38
316,188,48,21
317,188,59,186
318,190,180,167
319,189,52,39
320,190,174,53
321,190,53,189
322,192,36,47
323,191,171,161
324,192,47,46
325,192,171,191
326,193,38,37
327,193,178,181
