ele_id,Node_1,Node_2,Node_3
1,128,127,119
2,103,96,73
3,160,133,134
4,88,33,78
5,110,97,78
6,89,12,61
7,86,11,72
8,79,10,65
9,115,65,83
10,80,8,67
11,81,7,75
12,75,27,71
13,76,71,6
14,112,84,100
15,99,70,66
16,69,23,63
17,117,104,82
18,87,22,60
19,90,35,74
20,113,105,80
21,85,4,70
22,156,149,124
23,108,94,63
24,82,2,69
25,70,24,66
26,84,5,68
27,111,71,106
28,95,67,81
29,83,9,80
30,79,72,30
31,109,102,86
32,89,62,32
33,78,13,62
34,73,15,64
35,77,34,73
36,47,36,18
37,188,167,185
38,105,83,80
39,113,67,95
40,151,122,126
41,52,41,20
42,154,152,129
43,118,88,97
44,144,141,110
45,164,107,102
46,114,109,72
47,167,150,146
48,59,48,21
49,149,148,125
50,87,63,1
51,92,90,74
52,133,129,98
53,53,19,40
54,173,168,151
55,131,130,111
56,84,76,26
57,101,100,68
58,165,142,139
59,94,69,63
60,60,22,17
61,90,17,35
62,61,12,31
63,86,31,11
64,62,13,32
65,89,32,12
66,63,23,1
67,87,1,22
68,64,15,14
69,88,14,33
70,65,10,29
71,83,29,9
72,66,24,3
73,82,3,2
74,67,8,28
75,81,28,7
76,68,5,25
77,85,25,4
78,117,69,94
79,69,2,23
80,99,85,70
81,70,4,24
82,71,27,6
83,76,6,26
84,72,11,30
85,79,30,10
86,77,74,16
87,73,34,15
88,74,35,16
89,77,16,34
90,116,75,111
91,75,7,27
92,84,26,5
93,112,76,84
94,96,77,73
95,98,77,96
96,97,88,78
97,78,33,13
98,93,79,65
99,114,79,93
100,153,120,147
101,80,9,8
102,116,81,75
103,81,67,28
104,104,99,66
105,82,66,3
106,115,83,105
107,83,65,29
108,100,84,68
109,112,106,76
110,145,101,99
111,85,68,25
112,109,86,72
113,86,61,31
114,91,87,60
115,108,87,91
116,118,103,64
117,88,64,14
118,107,61,102
119,107,62,89
120,119,90,92
121,90,60,17
122,119,60,90
123,149,125,124
124,98,74,77
125,157,128,152
126,146,123,121
127,161,132,150
128,108,63,87
129,148,135,125
130,173,151,159
131,151,147,122
132,103,73,64
133,178,154,160
134,110,78,62
135,180,141,43
136,129,128,92
137,98,92,74
138,104,66,82
139,145,56,143
140,101,68,85
141,183,55,182
142,101,85,99
143,145,143,101
144,164,140,163
145,102,61,86
146,118,64,88
147,134,133,96
148,117,82,69
149,142,104,139
150,113,80,67
151,121,105,120
152,182,131,136
153,106,71,76
154,144,110,107
155,107,89,61
156,124,108,91
157,125,108,124
158,114,72,79
159,140,109,138
160,110,62,107
161,144,43,141
162,130,126,116
163,111,75,71
164,143,136,100
165,136,131,106
166,122,120,113
167,122,113,95
168,132,93,123
169,138,114,132
170,123,115,121
171,115,93,65
172,126,122,95
173,116,95,81
174,135,94,125
175,139,117,135
176,141,137,97
177,137,134,103
178,127,124,91
179,119,91,60
180,170,153,169
181,120,105,113
182,193,181,174
183,121,115,105
184,126,95,116
185,184,169,168
186,150,123,146
187,123,93,115
188,127,91,119
189,166,148,149
190,176,148,166
191,125,94,108
192,130,116,111
193,179,159,155
194,128,119,92
195,175,166,156
196,129,92,98
197,157,156,127
198,133,98,96
199,154,129,133
200,131,111,106
201,159,130,155
202,136,106,112
203,196,182,54
204,181,163,161
205,132,114,93
206,134,96,103
207,177,158,42
208,137,103,118
209,158,134,137
210,162,135,148
211,135,117,94
212,136,112,100
213,182,155,131
214,137,118,97
215,180,158,137
216,163,140,138
217,138,109,114
218,165,57,142
219,139,104,117
220,164,163,45
221,140,102,109
222,180,43,42
223,141,97,110
224,145,142,57
225,142,99,104
226,183,143,56
227,143,100,101
228,164,144,107
229,144,44,43
230,145,99,142
231,145,57,56
232,153,121,120
233,199,47,193
234,169,147,168
235,147,120,122
236,187,176,166
237,176,58,162
238,156,124,127
239,166,149,156
240,174,150,167
241,150,132,123
242,159,126,130
243,189,184,168
244,190,172,171
245,152,128,129
246,186,169,184
247,153,146,121
248,160,134,158
249,191,190,178
250,202,196,53
251,155,130,131
252,157,127,128
253,175,172,50
254,172,157,152
255,175,157,172
256,177,42,41
257,177,160,158
258,202,197,192
259,159,151,126
260,178,160,177
261,160,154,133
262,181,45,163
263,161,138,132
264,165,162,58
265,162,139,135
266,164,45,44
267,163,138,161
268,164,44,144
269,164,102,140
270,165,139,162
271,165,58,57
272,187,49,48
273,187,59,176
274,170,146,153
275,195,188,185
276,201,200,38
277,168,147,151
278,186,185,170
279,169,153,147
280,186,170,169
281,170,167,146
282,190,50,172
283,171,152,154
284,172,152,171
285,198,50,49
286,179,173,159
287,192,189,173
288,193,174,188
289,174,161,150
290,198,175,50
291,175,156,157
292,176,59,58
293,176,162,148
294,191,41,52
295,191,178,177
296,191,51,190
297,178,171,154
298,182,179,155
299,203,39,197
300,180,42,158
301,180,137,141
302,181,46,45
303,181,161,174
304,183,182,136
305,182,55,54
306,183,136,143
307,183,56,55
308,189,168,173
309,195,186,194
310,199,37,36
311,185,167,170
312,194,186,184
313,201,194,200
314,198,187,166
315,187,48,59
316,199,193,188
317,188,174,167
318,192,173,179
319,200,189,197
320,190,171,178
321,190,51,50
322,191,177,41
323,191,52,51
324,196,192,179
325,203,202,53
326,193,47,46
327,193,46,181
328,200,184,189
329,201,195,194
330,201,199,195
331,195,185,186
332,196,179,182
333,196,54,53
334,200,197,39
335,197,189,192
336,198,49,187
337,198,166,175
338,199,188,195
339,199,36,47
340,200,39,38
341,200,194,184
342,201,38,37
343,201,37,199
344,202,192,196
345,203,53,40
346,203,40,39
347,203,197,202
