ele_id,Node_1,Node_2,Node_3
1,78,16,72
2,72,34,69
3,91,69,63
4,138,91,63
5,92,43,42
6,87,12,60
7,65,60,31
8,71,30,10
9,85,29,74
10,134,101,120
11,96,73,70
12,80,27,66
13,81,26,75
14,129,127,105
15,77,59,24
16,83,23,61
17,125,112,122
18,68,22,58
19,88,35,78
20,73,28,70
21,86,4,59
22,113,103,68
23,122,98,118
24,79,77,3
25,131,97,128
26,75,5,64
27,162,161,140
28,111,96,70
29,74,9,67
30,74,29,9
31,82,30,71
32,87,62,32
33,84,13,62
34,69,15,63
35,110,69,91
36,46,36,18
37,157,134,143
38,106,101,67
39,80,70,7
40,50,40,20
41,147,124,126
42,159,138,42
43,84,76,33
44,153,130,95
45,137,99,136
46,157,136,134
47,57,47,21
48,163,145,142
49,68,61,1
50,114,78,90
51,51,19,39
52,141,140,115
53,146,144,117
54,100,75,64
55,86,64,25
56,97,77,93
57,83,79,2
58,58,22,17
59,88,17,35
60,59,4,24
61,77,24,3
62,60,12,31
63,65,31,11
64,61,23,1
65,68,1,22
66,62,13,32
67,87,32,12
68,63,15,14
69,76,63,14
70,64,5,25
71,86,25,4
72,82,11,30
73,95,65,82
74,66,27,6
75,81,6,26
76,67,9,8
77,73,8,28
78,113,58,89
79,103,98,61
80,132,126,90
81,69,34,15
82,70,28,7
83,80,7,27
84,108,71,99
85,85,10,29
86,90,78,72
87,72,16,34
88,106,73,96
89,73,67,8
90,101,74,67
91,109,74,101
92,105,75,100
93,75,26,5
94,76,14,33
95,84,33,13
96,79,3,2
97,128,93,125
98,124,123,89
99,78,35,16
100,83,2,23
101,112,79,83
102,94,80,66
103,111,80,94
104,107,81,105
105,81,66,6
106,108,95,82
107,82,65,11
108,98,83,61
109,112,83,98
110,92,84,62
111,138,84,92
112,109,85,74
113,85,71,10
114,102,59,97
115,104,86,102
116,130,87,60
117,130,62,87
118,114,88,78
119,88,58,17
120,149,119,123
121,89,58,88
122,110,72,69
123,126,124,114
124,138,63,76
125,138,135,91
126,130,92,62
127,138,92,42
128,148,128,125
129,93,77,79
130,107,66,81
131,190,176,187
132,153,139,44
133,95,60,65
134,111,70,80
135,140,120,115
136,155,133,131
137,97,59,77
138,103,61,68
139,152,148,125
140,158,139,137
141,99,71,85
142,104,64,86
143,160,154,129
144,106,67,73
145,143,120,140
146,133,102,131
147,102,86,59
148,113,68,58
149,119,103,113
150,133,129,104
151,104,100,64
152,127,121,107
153,105,81,75
154,115,106,96
155,120,106,115
156,121,117,94
157,107,94,66
158,139,108,137
159,108,82,71
160,136,109,134
161,109,99,85
162,174,135,159
163,110,90,72
164,117,116,111
165,116,115,96
166,145,118,142
167,112,93,79
168,123,119,113
169,119,118,103
170,151,149,123
171,114,89,88
172,116,96,111
173,192,191,182
174,117,111,94
175,164,162,141
176,121,94,107
177,144,141,116
178,177,167,163
179,118,98,103
180,123,113,89
181,149,142,119
182,161,143,140
183,120,101,106
184,127,107,105
185,172,166,150
186,152,122,145
187,122,112,98
188,124,89,114
189,168,163,142
190,126,114,90
191,180,169,151
192,183,155,148
193,125,93,112
194,132,90,110
195,174,132,135
196,129,105,100
197,150,146,121
198,155,128,148
199,128,97,93
200,129,100,104
201,185,154,160
202,130,60,95
203,130,43,92
204,160,155,54
205,131,102,97
206,135,132,110
207,186,174,40
208,160,133,155
209,133,104,102
210,157,156,136
211,134,109,101
212,135,110,91
213,174,147,132
214,156,137,136
215,136,99,109
216,158,137,156
217,137,108,99
218,138,76,84
219,159,42,41
220,153,44,43
221,139,95,108
222,141,115,116
223,175,170,161
224,144,116,117
225,176,175,164
226,177,48,47
227,142,118,119
228,182,173,170
229,143,134,120
230,146,117,121
231,187,178,52
232,179,171,167
233,145,122,118
234,150,121,127
235,165,164,144
236,193,49,180
237,147,126,132
238,152,125,122
239,183,171,56
240,151,123,124
241,181,169,49
242,154,150,127
243,188,172,53
244,151,124,147
245,180,151,147
246,167,145,163
247,171,148,152
248,153,43,130
249,153,95,139
250,185,172,154
251,154,127,129
252,155,131,128
253,155,55,54
254,189,184,173
255,184,158,156
256,170,143,161
257,173,157,170
258,158,45,44
259,158,44,139
260,174,159,41
261,159,135,138
262,185,160,54
263,160,129,133
264,162,140,141
265,192,182,175
266,164,141,144
267,175,162,164
268,168,142,149
269,179,177,47
270,165,144,146
271,178,165,166
272,166,165,146
273,187,51,39
274,166,146,150
275,178,176,165
276,179,56,171
277,167,152,145
278,169,168,149
279,181,163,168
280,169,149,151
281,181,49,48
282,191,189,182
283,170,157,143
284,183,56,55
285,171,152,167
286,172,150,154
287,188,53,52
288,184,46,45
289,173,156,157
290,174,41,40
291,186,40,50
292,192,190,38
293,175,161,162
294,190,187,39
295,176,164,165
296,181,177,163
297,179,47,57
298,188,178,166
299,187,52,51
300,179,57,56
301,179,167,177
302,186,180,147
303,180,49,169
304,181,48,177
305,181,168,169
306,182,170,175
307,189,36,46
308,183,55,155
309,183,148,171
310,184,45,158
311,184,156,173
312,185,54,53
313,185,53,172
314,193,186,50
315,186,147,174
316,190,39,38
317,187,176,178
318,188,52,178
319,188,166,172
320,189,46,184
321,189,173,182
322,192,38,37
323,190,175,176
324,191,37,36
325,191,36,189
326,192,37,191
327,192,175,190
328,193,50,49
329,193,180,186
