ele_id,Node_1,Node_2,Node_3
1,131,126,122
2,94,91,87
3,78,14,62
4,93,72,78
5,76,32,61
6,98,76,61
7,117,88,69
8,77,63,30
9,105,83,66
10,79,8,71
11,74,28,7
12,112,110,101
13,70,27,68
14,84,54,68
15,90,25,75
16,90,75,55
17,81,3,67
18,80,23,65
19,100,80,65
20,89,82,22
21,122,108,119
22,89,17,60
23,82,65,1
24,81,67,56
25,86,24,81
26,84,73,54
27,97,70,68
28,74,7,70
29,114,105,110
30,83,29,66
31,63,11,30
32,88,31,69
33,85,13,76
34,72,64,34
35,87,16,64
36,47,36,18
37,110,105,101
38,102,79,71
39,39,20,50
40,91,60,87
41,124,119,109
42,78,72,15
43,104,85,98
44,98,44,43
45,95,63,77
46,83,77,10
47,139,135,129
48,154,21,59
49,107,92,89
50,148,130,141
51,51,19,38
52,137,129,125
53,74,71,28
54,97,54,53
55,90,54,73
56,86,81,56
57,80,67,2
58,115,92,111
59,149,133,126
60,60,17,35
61,87,35,16
62,61,32,12
63,88,12,31
64,62,14,33
65,85,33,13
66,95,69,63
67,77,30,10
68,64,16,34
69,72,34,15
70,65,23,1
71,82,1,22
72,66,29,9
73,79,9,8
74,67,3,2
75,80,2,23
76,68,27,6
77,84,68,6
78,69,31,11
79,69,11,63
80,116,112,102
81,70,7,27
82,71,8,28
83,102,101,79
84,78,15,14
85,106,72,93
86,73,26,5
87,90,5,25
88,97,74,70
89,103,74,97
90,75,25,4
91,86,4,24
92,98,85,76
93,76,13,32
94,83,10,29
95,99,95,77
96,104,78,62
97,104,93,78
98,125,112,116
99,79,66,9
100,100,65,96
101,100,67,80
102,86,56,55
103,81,24,3
104,89,22,17
105,96,82,92
106,105,66,101
107,99,77,83
108,84,6,26
109,84,26,73
110,104,43,42
111,85,62,33
112,86,55,75
113,86,75,4
114,94,87,64
115,87,60,35
116,117,61,88
117,88,61,12
118,107,60,91
119,92,82,89
120,90,55,54
121,90,73,5
122,141,130,136
123,119,108,109
124,133,128,115
125,107,89,60
126,121,42,41
127,106,94,64
128,106,64,72
129,109,108,91
130,134,44,117
131,134,117,95
132,128,100,96
133,96,65,82
134,97,68,54
135,103,102,71
136,117,98,61
137,104,98,43
138,123,114,120
139,123,95,99
140,100,57,56
141,100,56,67
142,139,46,135
143,101,66,79
144,103,71,74
145,143,139,129
146,127,97,53
147,132,127,52
148,104,42,93
149,104,62,85
150,120,110,118
151,105,99,83
152,121,106,93
153,113,109,94
154,108,107,91
155,111,107,108
156,109,91,94
157,130,122,119
158,113,94,106
159,124,109,113
160,112,101,102
161,129,120,118
162,126,111,122
163,111,92,107
164,116,102,103
165,125,118,112
166,121,113,106
167,140,40,136
168,135,123,120
169,114,99,105
170,133,57,128
171,115,96,92
172,127,116,103
173,142,132,52
174,117,69,95
175,117,44,98
176,145,139,143
177,118,110,112
178,136,130,124
179,154,150,48
180,138,135,46
181,120,114,110
182,121,93,42
183,140,136,124
184,153,148,150
185,122,111,108
186,138,134,123
187,123,99,114
188,140,113,121
189,141,136,40
190,132,125,116
191,144,142,51
192,149,126,131
193,126,115,111
194,127,103,97
195,127,53,52
196,128,57,100
197,128,96,115
198,129,118,125
199,147,46,139
200,152,151,141
201,130,119,124
202,131,122,130
203,154,153,150
204,132,116,127
205,142,137,132
206,133,58,57
207,133,115,126
208,134,45,44
209,134,95,123
210,138,46,45
211,135,120,129
212,140,124,113
213,152,40,39
214,146,145,143
215,137,125,132
216,138,45,134
217,138,123,135
218,143,129,137
219,147,145,36
220,140,121,41
221,140,41,40
222,152,50,151
223,151,148,141
224,142,52,51
225,144,51,38
226,144,143,137
227,146,143,144
228,146,38,37
229,144,137,142
230,145,37,36
231,147,36,47
232,146,144,38
233,146,37,145
234,147,47,46
235,147,139,145
236,150,49,48
237,148,131,130
238,149,59,58
239,149,58,133
240,151,150,148
241,154,48,21
242,151,50,49
243,151,49,150
244,152,141,40
245,152,39,50
246,153,149,131
247,153,131,148
248,154,59,149
249,154,149,153
