ele_id,Node_1,Node_2,Node_3
1,119,94,96
2,149,124,127
3,82,79,34
4,84,33,76
5,110,44,99
6,93,12,91
7,138,91,65
8,104,97,69
9,115,88,67
10,87,8,86
11,123,113,114
12,77,72,7
13,136,132,105
14,102,83,68
15,78,75,24
16,80,2,23
17,81,1,70
18,70,22,64
19,94,35,90
20,86,28,72
21,74,68,25
22,176,161,171
23,95,70,64
24,89,2,80
25,75,74,4
26,83,5,68
27,92,6,73
28,163,159,146
29,115,104,88
30,88,29,67
31,85,30,69
32,91,12,31
33,99,84,76
34,82,15,66
35,90,16,79
36,49,36,18
37,141,125,122
38,107,100,87
39,113,107,86
40,40,20,53
41,201,200,190
42,111,96,90
43,116,111,79
44,139,98,99
45,110,99,71
46,138,65,97
47,97,65,85
48,88,69,10
49,193,162,183
50,63,50,21
51,119,64,94
52,124,119,96
53,201,190,175
54,198,19,39
55,184,181,174
56,114,113,72
57,92,77,27
58,83,73,26
59,106,102,74
60,108,78,89
61,151,133,129
62,81,80,23
63,187,62,180
64,64,22,17
65,94,17,35
66,65,31,11
67,85,11,30
68,66,15,14
69,84,14,33
70,67,29,9
71,87,9,8
72,68,5,25
73,74,25,4
74,69,30,10
75,88,10,29
76,118,112,81
77,70,1,22
78,71,13,32
79,93,32,12
80,72,28,7
81,77,7,27
82,73,6,26
83,83,26,5
84,75,4,24
85,157,106,101
86,78,24,3
87,106,75,101
88,76,33,13
89,76,13,71
90,92,27,6
91,114,77,103
92,89,3,2
93,153,137,134
94,79,16,34
95,82,34,15
96,109,108,89
97,81,23,1
98,118,70,95
99,112,109,80
100,98,82,66
101,116,82,98
102,102,68,74
103,117,83,102
104,99,66,84
105,84,66,14
106,97,85,69
107,85,65,11
108,122,107,120
109,86,8,28
110,107,87,86
111,87,67,9
112,115,67,100
113,104,69,88
114,108,101,78
115,89,78,3
116,111,90,79
117,90,35,16
118,138,110,93
119,91,31,65
120,105,103,92
121,105,92,73
122,138,93,91
123,93,71,32
124,124,121,119
125,94,64,17
126,140,126,121
127,150,126,140
128,96,94,90
129,144,140,121
130,189,97,143
131,138,97,46
132,99,98,66
133,156,135,43
134,99,76,71
135,139,99,44
136,162,141,159
137,100,67,87
138,170,157,58
139,101,75,78
140,177,170,58
141,117,105,73
142,145,142,123
143,103,77,92
144,160,143,130
145,143,97,104
146,117,73,83
147,154,136,57
148,170,106,157
149,106,74,75
150,113,86,72
151,146,120,142
152,109,89,80
153,137,108,134
154,112,80,81
155,134,109,133
156,110,45,44
157,110,71,93
158,116,79,82
159,127,124,96
160,118,81,70
161,133,112,129
162,114,72,77
163,145,123,128
164,128,123,114
165,123,120,113
166,125,100,122
167,130,115,125
168,135,131,116
169,131,127,111
170,177,136,117
171,177,117,102
172,126,95,121
173,129,118,126
174,166,144,149
175,119,95,64
176,163,146,142
177,120,107,113
178,171,161,158
179,121,95,119
180,194,193,183
181,122,100,107
182,128,114,103
183,164,163,142
184,127,96,111
185,165,149,148
186,147,125,141
187,125,115,100
188,161,140,158
189,126,118,95
190,131,111,116
191,185,42,41
192,132,128,103
193,179,167,152
194,155,153,134
195,129,112,118
196,195,189,160
197,130,104,115
198,135,116,98
199,156,148,131
200,154,152,132
201,132,103,105
202,155,133,151
203,133,109,112
204,153,59,137
205,134,108,109
206,139,135,98
207,156,43,42
208,136,105,117
209,154,57,56
210,157,137,59
211,137,101,108
212,138,46,45
213,138,45,110
214,139,44,43
215,139,43,135
216,144,121,124
217,182,176,171
218,146,122,120
219,173,159,172
220,174,172,163
221,142,120,123
222,189,143,160
223,143,104,130
224,149,127,148
225,197,192,182
226,152,145,128
227,191,184,178
228,181,173,172
229,146,141,122
230,193,147,162
231,147,130,125
232,148,127,131
233,201,53,200
234,166,149,165
235,149,144,124
236,168,150,161
237,150,129,126
238,169,60,155
239,151,129,150
240,152,128,132
241,186,179,56
242,155,134,133
243,153,60,59
244,179,154,56
245,154,132,136
246,169,155,151
247,155,60,153
248,156,131,135
249,165,156,42
250,157,101,137
251,157,59,58
252,192,187,182
253,158,140,144
254,199,49,194
255,159,141,146
256,195,160,193
257,160,130,147
258,180,61,169
259,161,150,140
260,183,173,181
261,162,147,141
262,164,142,145
263,174,163,164
264,167,164,145
265,178,174,164
266,165,148,156
267,175,166,165
268,188,166,175
269,166,158,144
270,167,145,152
271,198,191,54
272,180,169,168
273,168,151,150
274,169,61,60
275,169,151,168
276,177,58,57
277,170,102,106
278,188,158,166
279,196,192,50
280,181,172,174
281,172,159,163
282,199,181,37
283,173,162,159
284,178,164,167
285,202,184,198
286,185,175,165
287,190,182,188
288,187,180,176
289,176,168,161
290,177,57,136
291,177,102,170
292,186,178,167
293,191,186,55
294,179,152,154
295,186,56,55
296,180,62,61
297,180,168,176
298,202,37,181
299,199,37,36
300,188,182,171
301,196,50,63
302,199,194,183
303,183,162,173
304,202,198,38
305,184,174,178
306,185,165,42
307,201,41,40
308,186,167,179
309,191,55,54
310,196,62,187
311,187,176,182
312,188,171,158
313,190,188,175
314,189,47,46
315,189,46,97
316,201,175,185
317,197,52,51
318,191,178,186
319,198,54,19
320,197,182,190
321,192,51,50
322,195,193,194
323,193,160,147
324,194,49,48
325,195,194,48
326,195,48,47
327,195,47,189
328,196,63,62
329,196,187,192
330,200,197,190
331,197,51,192
332,198,39,38
333,198,184,191
334,199,183,181
335,199,36,49
336,200,53,52
337,200,52,197
338,201,185,41
339,201,40,53
340,202,38,37
341,202,181,184
