ele_id,Node_1,Node_2,Node_3
1,105,73,68
2,158,156,145
3,86,33,72
4,87,32,67
5,93,31,77
6,167,44,102
7,109,108,79
8,90,9,80
9,120,119,101
10,81,7,65
11,155,139,141
12,139,135,120
13,92,26,88
14,76,25,69
15,84,3,71
16,70,23,2
17,78,22,1
18,85,21,64
19,73,35,15
20,96,59,58
21,138,122,136
22,85,78,1
23,91,22,78
24,71,23,70
25,69,4,66
26,88,5,76
27,82,65,27
28,83,8,81
29,115,110,90
30,75,74,10
31,79,30,74
32,166,102,44
33,165,142,43
34,89,14,86
35,73,15,68
36,49,36,17
37,120,101,100
38,103,100,81
39,168,154,152
40,53,40,19
41,125,124,118
42,112,105,68
43,106,86,72
44,87,72,13
45,108,93,77
46,79,77,11
47,110,75,90
48,115,80,101
49,183,175,171
50,63,50,20
51,116,99,78
52,163,138,153
53,170,169,156
54,54,18,39
55,193,181,55
56,155,152,139
57,133,126,114
58,107,92,88
59,111,69,66
60,111,66,84
61,97,70,91
62,116,78,85
63,190,163,180
64,64,21,16
65,94,16,35
66,65,7,27
67,82,27,6
68,66,4,24
69,84,24,3
70,67,32,12
71,93,12,31
72,68,15,34
73,89,34,14
74,96,76,69
75,69,25,4
76,97,71,70
77,91,2,22
78,97,84,71
79,71,3,23
80,72,33,13
81,87,13,32
82,118,73,105
83,94,35,73
84,74,30,10
85,75,10,29
86,90,29,9
87,148,123,137
88,151,76,96
89,76,5,25
90,77,31,11
91,79,11,30
92,99,91,78
93,85,1,21
94,109,74,98
95,109,79,74
96,80,9,28
97,83,28,8
98,100,83,81
99,81,8,7
100,92,6,26
101,114,82,113
102,101,83,100
103,83,80,28
104,111,84,97
105,84,66,24
106,117,64,95
107,117,85,64
108,104,89,86
109,86,14,33
110,102,87,67
111,106,87,102
112,134,58,57
113,88,26,5
114,112,89,104
115,89,68,34
116,110,98,75
117,90,75,29
118,99,97,91
119,91,70,2
120,113,92,107
121,92,82,6
122,108,102,93
123,93,67,12
124,118,94,73
125,94,64,16
126,172,153,169
127,95,64,94
128,111,96,69
129,151,107,88
130,199,97,143
131,111,97,60
132,150,131,46
133,98,74,75
134,157,143,132
135,143,97,99
136,103,81,65
137,139,120,121
138,137,119,135
139,101,80,83
140,166,106,102
141,102,67,93
142,114,65,82
143,121,120,100
144,106,104,86
145,129,125,105
146,112,68,89
147,145,125,140
148,166,142,106
149,106,72,87
150,151,88,76
151,134,113,107
152,167,108,150
153,108,77,79
154,131,109,98
155,150,108,109
156,115,90,80
157,128,110,123
158,111,60,59
159,111,59,96
160,142,130,104
161,165,146,130
162,144,141,126
163,113,82,92
164,126,121,103
165,114,103,65
166,119,115,101
167,123,115,119
168,117,116,85
169,132,116,127
170,122,117,95
171,127,117,122
172,124,122,95
173,118,95,94
174,171,154,168
175,154,135,152
176,121,100,103
177,185,183,177
178,126,103,114
179,181,174,162
180,124,95,118
181,153,138,136
182,148,128,123
183,123,110,115
184,125,118,105
185,145,124,125
186,129,105,112
187,140,125,129
188,133,114,113
189,141,139,121
190,149,127,138
191,127,116,117
192,147,131,128
193,128,98,110
194,130,129,112
195,146,140,129
196,130,112,104
197,182,42,41
198,131,98,128
199,150,46,45
200,199,157,61
201,132,99,116
202,134,133,113
203,176,164,57
204,151,134,107
205,164,134,57
206,177,171,168
207,135,119,120
208,178,172,169
209,136,122,124
210,148,147,128
211,137,123,119
212,191,190,180
213,138,127,122
214,141,121,126
215,174,168,155
216,179,53,52
217,179,178,170
218,144,126,133
219,162,155,141
220,142,104,106
221,165,43,42
222,199,143,157
223,143,99,132
224,164,144,133
225,195,193,54
226,156,153,136
227,145,136,124
228,159,158,140
229,146,129,130
230,161,46,147
231,147,46,131
232,160,137,154
233,161,147,148
234,190,149,163
235,149,132,127
236,167,150,45
237,150,109,131
238,151,96,58
239,151,58,134
240,198,197,38
241,152,135,139
242,156,136,145
243,191,186,50
244,175,47,161
245,154,137,135
246,162,141,144
247,195,194,187
248,158,145,140
249,170,156,158
250,157,132,149
251,190,61,157
252,159,140,146
253,173,170,158
254,165,159,146
255,188,182,40
256,175,161,160
257,160,148,137
258,161,47,46
259,161,148,160
260,176,162,144
261,181,176,56
262,186,180,172
263,163,149,138
264,164,133,134
265,176,57,56
266,165,130,142
267,182,165,42
268,166,44,43
269,166,43,142
270,167,45,44
271,167,102,108
272,168,152,155
273,196,192,185
274,178,52,51
275,169,153,156
276,173,158,159
277,188,179,173
278,183,171,177
279,171,160,154
280,186,178,51
281,172,163,153
282,182,173,159
283,188,53,179
284,184,177,168
285,174,155,162
286,189,47,175
287,175,160,171
288,176,144,164
289,181,56,55
290,184,168,174
291,192,36,49
292,178,169,170
293,186,51,50
294,179,52,178
295,179,170,173
296,191,62,190
297,180,163,172
298,181,162,176
299,193,187,181
300,182,159,165
301,182,41,40
302,189,49,48
303,192,189,183
304,187,184,174
305,194,185,184
306,185,177,184
307,196,36,192
308,186,172,178
309,191,50,63
310,197,195,39
311,187,174,181
312,188,173,182
313,188,40,53
314,189,48,47
315,189,175,183
316,190,62,61
317,190,157,149
318,191,63,62
319,191,180,186
320,192,49,189
321,192,183,185
322,193,55,54
323,195,54,39
324,198,37,196
325,194,184,187
326,195,187,193
327,197,39,38
328,198,194,197
329,196,37,36
330,198,38,37
331,197,194,195
332,198,196,185
333,198,185,194
334,199,61,60
335,199,60,97
