ele_id,Node_1,Node_2,Node_3
1,73,16,61
2,121,119,99
3,77,65,15
4,87,33,59
5,86,32,60
6,128,60,90
7,148,90,127
8,62,30,10
9,98,71,68
10,136,114,133
11,72,70,28
12,82,27,67
13,80,26,75
14,81,25,63
15,66,3,64
16,83,23,69
17,140,116,134
18,74,22,58
19,88,35,73
20,70,68,8
21,81,75,5
22,134,116,113
23,116,100,113
24,161,131,129
25,79,24,66
26,103,80,75
27,82,72,7
28,156,151,135
29,71,9,68
30,71,29,9
31,78,30,62
32,84,31,76
33,87,77,14
34,65,61,34
35,99,61,91
36,46,36,18
37,106,85,104
38,105,98,68
39,105,70,94
40,50,173,20
41,91,61,65
42,102,91,65
43,128,93,59
44,127,90,84
45,106,62,85
46,145,124,136
47,57,47,21
48,74,69,1
49,110,100,74
50,119,117,111
51,181,19,39
52,94,70,72
53,149,141,123
54,149,130,54
55,131,54,130
56,97,96,64
57,107,69,100
58,58,22,17
59,88,17,35
60,59,33,13
61,86,13,32
62,60,32,12
63,84,12,31
64,61,16,34
65,65,34,15
66,78,76,11
67,85,10,29
68,63,25,4
69,79,4,24
70,64,3,2
71,83,2,23
72,77,15,14
73,102,65,77
74,96,79,66
75,66,24,3
76,67,27,6
77,80,6,26
78,68,9,8
79,70,8,28
80,69,23,1
81,74,1,22
82,72,28,7
83,133,114,112
84,104,71,98
85,85,29,71
86,82,7,27
87,109,72,82
88,111,73,99
89,73,35,16
90,110,58,89
91,110,74,58
92,75,26,5
93,81,5,25
94,76,31,11
95,78,11,30
96,87,14,33
97,132,102,93
98,101,78,62
99,127,78,101
100,96,92,79
101,79,63,4
102,108,80,103
103,80,67,6
104,92,81,63
105,92,75,81
106,95,82,67
107,109,82,95
108,107,83,69
109,83,64,2
110,127,84,76
111,84,60,12
112,104,85,71
113,85,62,10
114,128,42,93
115,86,59,13
116,93,87,59
117,93,77,87
118,111,88,73
119,88,58,17
120,138,134,113
121,89,58,88
122,128,90,43
123,90,60,84
124,166,41,40
125,142,139,117
126,92,63,79
127,130,103,92
128,128,59,86
129,132,42,41
130,179,172,167
131,135,133,112
132,108,67,80
133,120,118,109
134,96,66,64
135,131,96,129
136,129,97,122
137,97,64,83
138,105,68,70
139,145,144,125
140,142,119,137
141,99,73,61
142,171,134,152
143,100,69,74
144,150,127,126
145,127,101,126
146,102,77,93
147,147,102,132
148,103,75,92
149,149,103,130
150,124,98,114
151,125,104,124
152,112,105,94
153,114,105,112
154,126,106,125
155,106,101,62
156,122,107,116
157,107,97,83
158,123,120,95
159,108,95,67
160,118,112,94
161,109,94,72
162,115,113,110
163,115,110,89
164,117,115,89
165,111,89,88
166,118,94,109
167,151,136,133
168,177,160,171
169,113,100,110
170,170,157,162
171,114,98,105
172,117,89,111
173,153,152,138
174,160,146,140
175,116,107,100
176,119,111,99
177,139,138,115
178,120,109,95
179,167,156,158
180,121,99,91
181,147,137,121
182,123,95,108
183,143,120,141
184,147,91,102
185,173,166,40
186,146,129,122
187,122,97,107
188,149,108,103
189,168,141,149
190,145,125,124
191,124,104,98
192,144,126,125
193,125,106,104
194,169,150,144
195,126,101,106
196,150,148,127
197,127,76,78
198,128,86,60
199,128,43,42
200,161,146,56
201,129,96,97
202,131,130,92
203,149,54,53
204,131,55,54
205,131,92,96
206,132,93,42
207,147,132,41
208,135,112,118
209,162,157,151
210,138,113,115
211,177,163,48
212,143,118,120
213,158,143,141
214,178,176,170
215,136,124,114
216,166,154,137
217,137,119,121
218,139,115,117
219,153,138,139
220,142,117,119
221,165,153,155
222,160,56,146
223,140,122,116
224,158,156,143
225,141,120,123
226,154,142,137
227,155,142,154
228,175,158,168
229,143,135,118
230,176,169,159
231,150,45,44
232,157,136,151
233,159,145,157
234,146,122,140
235,161,56,55
236,166,147,41
237,147,121,91
238,148,44,43
239,148,43,90
240,168,149,53
241,149,123,108
242,150,126,144
243,150,44,148
244,151,133,135
245,174,38,37
246,177,171,163
247,152,134,138
248,155,139,142
249,165,48,163
250,164,50,49
251,164,155,154
252,165,155,164
253,155,153,139
254,180,179,38
255,156,135,143
256,174,170,162
257,157,145,136
258,168,158,141
259,175,167,158
260,169,46,45
261,159,144,145
262,171,140,134
263,160,57,56
264,161,55,131
265,161,129,146
266,172,151,156
267,178,174,37
268,177,48,47
269,163,152,153
270,173,164,154
271,165,164,49
272,165,49,48
273,165,163,153
274,166,137,147
275,20,173,40
276,181,175,51
277,181,167,175
278,168,53,52
279,175,168,52
280,169,45,150
281,169,144,159
282,176,36,46
283,170,159,157
284,171,160,140
285,171,152,163
286,172,162,151
287,172,156,167
288,173,50,164
289,173,154,166
290,180,162,172
291,178,37,36
292,175,52,51
293,181,179,167
294,176,46,169
295,176,159,170
296,177,47,57
297,177,57,160
298,178,36,176
299,178,170,174
300,179,39,38
301,180,38,174
302,180,174,162
303,180,172,179
304,181,51,19
305,181,39,179
